	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__	0.0001365001365	0.000166085367879	6.86027898468e-05	0.0	3.90467389465e-05	0.0	0.0	0.0	0.0	4.76917207173e-05	0.0	9.27299703264e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.005126562e-05	0.000234246896229	5.23779593547e-05	0.0	0.0	0.0	0.0	4.17902962932e-05	0.0	6.85025345938e-05	7.0959730353e-05	0.0	0.0	5.94459636191e-05	0.0	0.0	5.07099391481e-05	0.0	0.000141103428813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107054919174	3.27836606235e-05	0.0	0.0	4.50349020491e-05	0.0	0.0	3.89499104152e-05	0.000120402143158	0.0	0.0	0.0	0.0	0.0	0.000133084908171	6.49477170877e-05	0.000107209863307	4.40781064045e-05	0.000122309197652	4.43399991132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131561636627	0.0	0.0	0.0	0.0	9.5822154082e-05	0.0	0.0	0.0	9.72573429294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	0.00627900627901	0.00509328461496	0.00907843585639	0.00319715808171	0.0061563691739	0.00464780004131	0.00491642084562	0.000272108843537	0.00218428464678	0.00681991606257	0.0110002996191	0.00394102373887	0.00605379766586	0.0011701170117	0.00243902439024	0.00239398084815	0.00164439157512	0.00300808422636	0.00378703497438	0.00284363985902	0.00577809010697	0.0011523151058	0.00197935812244	0.00639829378832	0.0013566066745	0.00274991088252	0.00108654770362	0.00523992043084	0.0110289080696	0.000886996629413	0.00385023898035	0.00686891814539	0.0110569492331	0.00436452513966	0.0102330869812	0.000304259634888	0.00263371150729	0.0261041343305	0.00430848772081	0.00658400087787	0.0129243597379	0.00352690787473	0.00593189307946	0.00387392146505	0.00183598531212	0.00393700787402	0.00273508726231	0.000670488450836	0.00128140843501	0.00231952324876	0.00118021178245	0.0188079470199	0.0104518905626	0.00211664039631	0.00186025745963	0.00211726384365	0.0048687388019	0.00282945036422	0.00516252390057	0.00185528756957	0.00100775193798	0.00338839474799	0.000701295058207	0.00306095288794	0.000129895434175	0.00268024658269	0.00273284259708	0.00342465753425	0.00128585997428	0.0032460945425	0.00338443161457	0.000627577550654	0.000846784863721	0.00392353284915	0.00107976784991	0.0022424317927	0.000135244793075	0.00583600817041	0.00749901328773	0.00337058719177	0.0103612433492	0.00272108843537	0.00157657657658	0.0064200843235	0.00622321975107	0.00541176470588	0.00113871635611	0.00359852168839	0.00187784147065	0.00372567959156	0.00302284710018	0.00137098985468	0.00275862068966	0.00196684461928	0.00151810887009	0.000275963572808
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0.032942032942	0.0106848253336	0.0233020809513	0.0108348134991	0.015826944853	0.0108104386146	0.00746402073836	0.00195918367347	0.012875783181	0.0216997329264	0.0164790480675	0.00714020771513	0.0190351369906	0.00963096309631	0.00712945590994	0.00644909126441	0.0130851584914	0.00513881055336	0.00788594341724	0.0218679910285	0.052549387054	0.00419023674838	0.00918987699703	0.0140407002577	0.00967712761147	0.00682385293069	0.00346859459234	0.0042695647955	0.0157555829566	0.00539293950683	0.00796601168348	0.0153978248426	0.00576625847105	0.00977653631285	0.0198976691302	0.00177484787018	0.0115478119935	0.180189078595	0.0180956484274	0.015362668715	0.104824300179	0.0139252052296	0.0121567191505	0.0103891530199	0.00734394124847	0.0165051483949	0.0143917686898	0.00600087163499	0.00863557858377	0.00670877493487	0.00872045372586	0.0233112582781	0.0242852751306	0.00806124746679	0.00870600491108	0.0105863192182	0.0186959569993	0.0191439407621	0.0181644359465	0.00510204081633	0.00457364341085	0.0103346039814	0.00696619757819	0.013175405909	0.00149379749302	0.0079871348164	0.0142372283687	0.00207925636008	0.00421229991575	0.0176506390749	0.0138031720751	0.00475165859781	0.00523948134427	0.00734618916437	0.00249696315292	0.0115858975956	0.0010819583446	0.0104075479039	0.0382844362584	0.00541067943942	0.103892467096	0.0164965986395	0.0048048048048	0.0159064775776	0.0121403795144	0.0144705882353	0.00320910973085	0.0120599105232	0.0125518877248	0.0169725403615	0.0247451669596	0.00411296956403	0.00413793103448	0.0118010677157	0.00498807200173	0.000919878576028
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques	0.000682500682501	0.000166085367879	0.000251543562772	0.000177619893428	7.8093477893e-05	0.000103284445363	0.000402252614642	0.00021768707483	0.0	0.000238458603586	8.56054445063e-05	2.31824925816e-05	0.000187230855645	0.0001800180018	0.0	9.77135040063e-05	0.000349870547897	0.000313342106912	8.91067052796e-05	0.00016020506248	0.0016397282736	5.23779593547e-05	0.000141382723031	8.88651915045e-05	0.000226101112417	0.000152772826807	0.00012537088888	0.000194071127068	0.00137005069188	0.000248359056236	0.00046468401487	0.000171722953635	0.000237783854476	0.000698324022346	0.000113700966458	5.07099391481e-05	0.000101296596434	0.0	0.0	0.000109733347964	0.000416914830256	0.000486470051687	0.000366166239473	0.000352174678641	0.00122399020808	0.0	0.000260484501172	3.35244225418e-05	0.000278567051089	0.000249794811405	3.27836606235e-05	0.00105960264901	0.00276667691362	4.50349020491e-05	0.000148820596771	0.000162866449511	0.000155799641661	6.02010715791e-05	0.00038240917782	0.000154607297464	0.0	0.000338839474799	0.000374024031044	0.000266169816343	0.0	5.36049316537e-05	8.81562128091e-05	0.000489236790607	0.000177359996453	0.000270507878542	0.000331807021037	0.000179307871616	0.000105848107965	0.000250438266967	6.74854906195e-05	0.000498318176155	0.000135244793075	0.00019453360568	0.000789369819761	0.000266098988824	0.000280033604032	0.0	0.0	9.5822154082e-05	0.000204039991838	0.000235294117647	0.000103519668737	0.000243143357323	0.000395335046452	0.000413964399062	0.00161687170475	0.0	0.00137931034483	0.000280977802754	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__	0.0	0.00138404473233	0.000297278756003	0.0	0.000351420650519	3.44281484542e-05	0.0	0.000108843537415	0.000459849399322	0.0	0.0	0.000301372403561	0.00012482057043	0.0	0.000375234521576	0.000195427008013	0.000104961164369	0.0	0.0	0.00048061518744	0.0	5.23779593547e-05	0.0	0.0	0.000180880889934	5.09242756022e-05	8.35805925864e-05	0.0	0.0	0.000141919460706	0.0	0.0	0.0	0.0	0.0	0.000354969574037	0.0	0.0	0.0	0.000219466695929	0.0	6.08087564609e-05	0.0	0.0	0.000407996736026	0.0	0.0	0.0	0.0	0.000321164757521	0.0	0.0	0.0	0.000180139608196	7.44102983853e-05	0.000325732899023	0.000116849731246	0.0	0.0	0.0	7.7519379845e-05	0.0	0.000374024031044	0.0	0.0	5.36049316537e-05	0.000220390532023	0.0	0.0	0.0	0.0	0.0	0.000158772161948	8.34794223224e-05	0.0	0.0	0.000270489586151	9.72668028402e-05	0.0	0.0	0.0	0.000170068027211	0.000225225225225	0.0	0.0	0.000705882352941	0.000207039337474	4.86286714647e-05	0.0	0.000137988133021	0.0	0.0	0.0	0.0	0.0	0.000459939288014
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfitobacter; s__	0.0	0.000387532525051	0.000182940772925	0.0	0.000208249274381	0.0	0.0	0.0	0.0	0.0	0.0	0.000324554896142	0.00024964114086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfosporosinus; s__	0.0	0.0	0.000137205579694	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfosporosinus; s__meridiei	0.0	5.5361789293e-05	0.000137205579694	0.0	5.20623185954e-05	0.0	4.46947349602e-05	0.0	0.0	0.0	0.0	4.63649851632e-05	0.00012482057043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfotomaculum; s__	0.0	0.00116259757515	0.000228675966156	0.0	0.000637763402793	0.0	0.0	0.0	0.0	0.0	0.0	0.000486832344214	0.00012482057043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfotomaculum_Desulfovirgula; s__	0.0	0.000166085367879	2.28675966156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfurispora; s__	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Niigata-25; s__	0.0	0.0	0.0	0.0	3.90467389465e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Pelotomaculum; s__	0.0	0.000387532525051	0.0	0.0	0.00011714021684	0.0	0.0	0.0	0.0	0.0	0.0	0.00013909495549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus; s__	0.0	0.0	0.00386462382804	0.0	0.000546654345251	0.000516422226813	0.0	0.000489795918367	0.0	4.76917207173e-05	0.0	0.00493787091988	0.0	0.0	0.0	0.0	0.00174935273949	0.0	0.0	0.0	0.0	0.0	0.0	0.000622056340531	0.000226101112417	0.0	0.0	4.8517781767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000379003221527	0.00157200811359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000455847877051	0.0	0.0	0.0	0.000360620266859	0.0	0.0	0.0	0.0	0.000488599348534	0.0012853470437	0.000421407501054	0.000764818355641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229206153304	0.0	0.0	0.0	0.0	0.0	0.0	0.000500876533934	6.74854906195e-05	0.000498318176155	0.0	0.0	0.0	0.0	0.000420050406049	0.0047619047619	0.000750750750751	0.0010540436949	0.0	0.0	0.0	9.72573429294e-05	0.000889503854517	0.0	0.0	0.0	0.0	0.000561955605507	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Sporotomaculum; s__	0.0	0.00110723578586	4.57351932312e-05	0.0	0.000273327172626	0.0	0.0	0.0	0.0	0.0	0.0	0.000185459940653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4; s__	0.0	0.0	0.000320146352618	0.0	6.50778982442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000486832344214	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06913615156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35244225418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47098686997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.34794223224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50750750751e-05	0.0	0.0	0.000705882352941	0.000414078674948	0.000291772028788	0.0	0.0	0.00119507908612	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	0.000273000273	0.00232519515031	0.0032243311228	0.00319715808171	0.00420403222658	0.00881360600427	0.0206936622866	0.0	0.00316146462034	0.015356734071	0.000214013611266	0.00197051186944	0.0507395618798	0.0249324932493	0.0015009380863	0.0015634160641	0.0103911552725	0.0475653318293	0.0041434617955	0.00096123037488	0.0146794721637	0.00607584328515	0.00141382723031	8.88651915045e-05	0.0185402912182	5.09242756022e-05	0.000250741777759	0.00228033574305	0.00383614193725	0.0028738690793	0.000331917153478	0.00286204922725	0.000118891927238	0.00052374301676	0.000341102899375	0.00162271805274	0.000202593192869	0.0275151686186	0.00560103403705	0.00296280039504	0.0444907683145	0.00170264518091	0.000585865983156	0.000528262017961	0.0	0.0015142337977	0.00462359989581	0.00100573267625	0.00206139617806	0.000463904649752	0.000491754909353	0.00529801324503	0.00584076237319	0.00747579374015	0.00148820596771	0.00618892508143	3.89499104152e-05	0.0156522786106	0.0	0.0122139764997	0.0062015503876	0.00728504870817	0.000140259011641	0.0	0.00116905890758	0.0133476279818	0.00431965442765	0.000611545988258	0.0010198199796	0.0	0.0107505474816	0.000627577550654	0.000105848107965	0.000250438266967	0.00323930354974	0.00261617042482	0.00162293751691	9.72668028402e-05	0.000131561636627	0.00239489089941	0.0142817138057	0.0285714285714	0.00165165165165	0.0237638942123	0.000102019995919	0.00129411764706	0.0	0.00267457693056	0.0187784147065	0.0274596384711	0.00126537785589	0.000274197970935	0.0	0.0	0.00607243548037	0.00248367215528
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Filifactor; s__	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012482057043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174581005587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96539358078e-05	0.0	0.0	6.74854906195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Tepidibacter; s__	0.0	5.5361789293e-05	6.86027898468e-05	0.0	6.50778982442e-05	0.0	0.0	0.0	0.0	0.0	4.28027222531e-05	9.27299703264e-05	0.00037446171129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23779593547e-05	0.0	0.0	9.0440444967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174581005587	0.0	5.07099391481e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.00698040982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40781064045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.171262171262	0.186458506339	0.168351246284	0.15701598579	0.134568077989	0.205949184053	0.0896129435952	0.0483265306122	0.173938035293	0.107783288821	0.157385609725	0.0628477373887	0.147101042252	0.127272727273	0.1904315197	0.124242720344	0.0985935203975	0.0763301372438	0.150233905101	0.146587632169	0.10619192629	0.130421118793	0.160115933833	0.0749133564383	0.103644749932	0.0981310790854	0.159722512433	0.130270244044	0.125428140841	0.20102891609	0.214352097716	0.116485403549	0.0531446914754	0.10125698324	0.12166003411	0.212880324544	0.100992706645	0.0344292366305	0.137440758294	0.144409085921	0.0707564026206	0.077044694436	0.229586232149	0.109526325057	0.200326397389	0.168685645064	0.118715811409	0.134097690167	0.142403476517	0.136994611569	0.112087335672	0.145960264901	0.189209960037	0.0695338887638	0.168018453754	0.135016286645	0.183999376801	0.265787731022	0.128871892925	0.233302411874	0.176279069767	0.120796272766	0.295759502548	0.101277615118	0.08586088199	0.138890377915	0.177811081236	0.0960127201566	0.158471156831	0.150537634409	0.175791359745	0.144432490586	0.114845197142	0.166958844645	0.185990012147	0.134296748474	0.224912090885	0.173232175858	0.160768319958	0.104133404293	0.15905908709	0.178231292517	0.130105105105	0.137600613262	0.154560293818	0.151882352941	0.187474120083	0.125948259094	0.20221387626	0.115358079205	0.130966608084	0.176857691253	0.158620689655	0.168867659455	0.0696161353286	0.121699935608
